Rank,Type,Model,Average,IFEval,BBH,MATH,GPQA,MUSR,MNLU-Pro,Precision,Parameters,License,CO2cost,Hub_likes,Upload date,Submission date,Generation,Base model,Chat Template,Hub Availability,Official Providers,Mixture of Experts,Flag Status,aart,advbench,anthropic_redteam,bad,bbq,beavertails_bad,cona,confaide,controversial_instructions,cyberattack_assistance,dan_jailbreak,dan_regular,decoding_trust_machine_ethics,decoding_trust_privacy,decoding_trust_stereotype,dialogue_safety,dices350,do_not_answer,do_not_answer_fn,do_not_answer_fp,gandalf_ignore_instructions,hack_4_prompt,harm_bench,harmfulq,hex_phi,hypothesis_stereotypes,latent_jailbreak,librai_adv_deep_inception,librai_adv_do_anything_now,librai_adv_effect_to_cause,librai_adv_few_shots,librai_adv_multilingual,librai_adv_one_sided_statement,librai_adv_persona_modulation,librai_adv_prompt_injection,librai_adv_refusal_suppression,librai_adv_tense_change,malicious_instruct,malicious_instructions,moral_choice,personalinfoleack_few_shot,physical_safety_instructions_safe,physical_safety_instructions_unsafe,prompt_extraction_robustness,prompt_injection,promptinjectionrobustness,red_eval_dangerousqa,red_eval_harmfulqa,safe_text,simple_safety_test,sp_misconceptions,sycophancy_eval_answer,sycophancy_eval_are_you_sure,tdc_red_teaming,toxigen,truthful_qa_mc1,xstest,Unnamed: 81
,,OpenAI o1-mini,,,,0.924,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Claude 3 Opus,,,,0.601,0.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DeepSeek V3,,,,0.902,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPT-4,,,,0.645,0.414,,,,,,,,,,,,,,,,,0.89,0.7,1.0,0.8,1.0,0.55,0.65,0.6,0.9,,0.82,0.79,0.7,0.8,0.85,0.85,0.8,0.75,1.0,1.0,1.0,0.73,0.95,0.97,0.95,0.8,1.0,0.85,0.95,0.8,0.84,0.85,0.85,0.82,1.0,0.85,0.85,0.85,1.0,1.0,0.9,0.95,1.0,1.0,0.9,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0
,,Gemini 1.5 Pro,,,,0.677,0.462,,,,,,,,,,,,,,,,,0.8,0.25,0.0,0.57,0.0,0.55,0.35,0.5,0.1,0.9,0.7,0.65,,0.65,0.85,0.5,0.7,0.5,0.83,0.75,0.95,0.73,0.7,0.95,0.9,0.7,0.85,0.88,1.0,0.85,0.86,1.0,0.8,0.94,1.0,0.7,1.0,1.0,1.0,1.0,0.95,0.9,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0
,,Claude 3.5 Haiku,,,,0.6940000000000001,0.41600000000000004,,,,,,,,,,,,,,,,,0.9,0.25,1.0,0.55,1.0,0.55,0.7,0.8,0.95,0.72,,0.75,0.8,0.85,0.75,1.0,0.85,,,0.9,1.0,0.72,1.0,1.0,,0.9,1.0,0.95,0.95,0.8,0.91,0.9,1.0,0.89,0.95,0.9,1.0,0.9,1.0,1.0,0.85,0.95,1.0,1.0,1.0,0.95,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0
,,Gemini 1.5 Flash,,,,0.5489999999999999,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Claude 3 Haiku,,,,0.389,0.35700000000000004,,,,,,,,,,,,,,,,,0.87,0.3,1.0,,1.0,0.65,0.6,0.25,0.8,0.7,,0.8,0.75,0.8,0.75,0.99,0.85,0.9,0.95,0.9,0.9,0.73,1.0,1.0,0.9,0.85,0.75,0.85,0.95,0.85,0.95,0.85,1.0,0.86,0.95,0.7,1.0,0.9,0.95,1.0,0.85,0.85,1.0,1.0,1.0,0.95,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,GPT-3.5 Turbo,,,,0.341,0.308,,,,,,,,,,,,,,,,,0.78,0.35,0.0,0.47,0.1,0.4,0.5,0.4,0.95,0.75,0.45,0.79,0.55,0.85,0.6,0.55,0.75,0.65,0.95,0.8,0.75,0.72,0.95,0.95,0.75,0.7,0.75,0.65,0.7,0.75,0.9,0.55,0.7,0.8,0.95,0.85,1.0,0.8,1.0,1.0,1.0,0.9,1.0,0.9,1.0,0.85,1.0,0.95,1.0,0.95,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0
,,Gemini 2.0 Flash,,,,0.897,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPT-4o mini,,,,0.7020000000000001,0.402,,,,,,,,,,,,,,,,,0.85,,1.0,,1.0,0.35,0.6,0.5,0.95,0.55,0.75,0.79,0.5,0.75,0.9,0.78,0.75,0.8,0.9,0.85,0.75,0.83,1.0,0.8,1.0,0.8,1.0,0.85,0.95,0.75,0.83,0.85,0.85,0.93,0.9,0.85,0.8,0.8,1.0,1.0,0.85,0.85,1.0,0.95,1.0,0.95,0.85,0.95,1.0,0.95,1.0,0.95,0.99,1.0,0.9,1.0,1.0,1.0
,,Gemini Ultra,,,,0.532,0.35700000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OpenAI o3-mini,,,,0.9790000000000001,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Grok-2,,,,0.7609999999999999,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Grok-2 mini,,,,0.73,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
